Category,Type,Equipment,Exercise,Link,Pattern/Ability,Movement,Contraction,Orientation,Body Part,Parameter
Jump,Land,,MB SL FH Altitude Drops,https://youtu.be/xqmZ22noJTQ,,,,Vertical,,
Jump,Land,,Altitude SL Drop Landing [Loaded],https://www.youtube.com/watch?v=p5jTqSD4GzY,,,,Vertical,,
Jump,Jump,,Seated Box Jump ,https://www.youtube.com/watch?v=QHNz1GS6tok,,,,Vertical,,
Jump,Jump,,Box Jump [CON],https://www.youtube.com/watch?v=sCqDBo5XSR0,,,,Vertical,,
Jump,Jump,,Box Jump [ECC-CON],https://www.youtube.com/watch?v=OYWJ0XjA_jY,,,,Vertical,,
Jump,Jump,,Box Jump [High Box],https://www.youtube.com/watch?v=bpo6Pl4KgIE,,,,Vertical,,
Jump,Jump,,SL Box Jump [CON],https://www.youtube.com/watch?v=w5FiI-OHP3s,,,,Vertical,,
Jump,Jump,,SL Box Jump [ECC-CON],https://www.youtube.com/watch?v=w2qvqPdZ5HQ,,,,Vertical,,
Jump,Jump,,SL FH Box Jump - Stiffness,https://youtu.be/OIMaMgiKz2E,,,,Vertical,,
Jump,Jump,,Rotational Box Jump,https://www.youtube.com/watch?v=hoxhza8xAqU,,,,Vertical,,
Jump,Jump,,Step In Box Jump,https://www.youtube.com/watch?v=smQI-Z399j4,,,,Vertical,,
Jump,Jump,,Approach Box Jump [High Box],https://www.youtube.com/watch?v=OTqk5ikXP8g,,,,Vertical,,
Jump,Jump,,Step Up Jump,https://www.youtube.com/watch?v=UI-YZno3z0E,,,,Vertical,,
Jump,Jump,,Box Jump [Knee Drive],https://www.youtube.com/watch?v=mA9Hvct_RVw,,,,Vertical,,
Jump,Jump,,Staggered Box Jump [Knee Drive],https://www.youtube.com/watch?v=mmRwB3lKxtU,,,,Vertical,,
Jump,Jump,,Approach Over Box Jump,https://www.youtube.com/watch?v=8Z-iTw9TEEg,,,,Vertical,,
Jump,Jump,,Sprinter Step Jump [Slant Board],https://www.youtube.com/watch?v=kDaA5ywzEUE,,,,Vertical,,
Jump,Jump,,Sprinter Step Jump [Low Box],https://www.youtube.com/watch?v=qOE8Lj_TlA8,,,,Vertical,,
Jump,Jump,,DB Box Jump [CON],https://www.youtube.com/watch?v=aFRJB60q5UI,,,,Vertical,,
Jump,Jump,,DB Box Jump [ECC-CON],https://www.youtube.com/watch?v=_xqB5kOV8h0,,,,Vertical,,
Jump,Jump,,DB SL Box Jump [CON],https://www.youtube.com/watch?v=04Ix_Bw9hd4,,,,Vertical,,
Jump,Jump,,DB SL Box Jump [ECC-CON],https://www.youtube.com/watch?v=4xb63DU3DJg,,,,Vertical,,
Jump,Jump,,Squat Jump,https://www.youtube.com/watch?v=PEg4OpbNfQk,,,,Vertical,,
Jump,Jump,,CMJ (HoH),https://www.youtube.com/watch?v=M3m3DMNBSzg,,,,Vertical,,
Jump,Jump,,CMJ (Arms Free),https://www.youtube.com/watch?v=L6z2GSRhOCY,,,,Vertical,,
Jump,Jump,,SL CMJ,https://www.youtube.com/watch?v=usE2mlUPWWE,,,,Vertical,,
Jump,Jump,,CMJ - Single [Band Resisted],https://youtu.be/gy8Od8GMSCk,,,,Vertical,,
Jump,Jump,,CMJ - Rhythmic [Band Resisted],https://youtu.be/ZtrIqoWVtbw,,,,Vertical,,
Jump,Jump,,Hurdle Jump,https://youtu.be/eu37CTSmN_0,,,,Vertical,,
Jump,Jump,,Hurdle Jump [Straight Knee],https://youtu.be/4hAK2ePFf4I,,,,Vertical,,
Jump,Jump,,SL Hurdle Jump,https://youtu.be/ghfgeYN5HgM,,,,Vertical,,
Jump,Jump,,High Hurdle Jump,https://youtu.be/yQHlfQl8X3Q,,,,Vertical,,
Jump,Jump,,Approach Vertical Jump [2-Step],https://youtu.be/iubKMpzJ8Ss,,,,Vertical,,
Jump,Jump,,Approach Vertical Jump,https://www.youtube.com/watch?v=hkiLowP7QFg,,,,Vertical,,
Jump,Jump,,Approach Jump [Banded],https://youtu.be/aCDKupR0I6E,,,,Vertical,,
Jump,Jump,,SL Apporach Vertical Jump,https://www.youtube.com/watch?v=ZV80I0ufVVg,,,,Vertical,,
Jump,Jump,,Hurdle Approach Jump,https://www.youtube.com/watch?v=ZegvIhI_CtM,,,,Vertical,,
Jump,Jump,,High Hurdle Approach Jump,https://youtu.be/0TCAjemSjP4,,,,Vertical,,
Jump,Jump,,SL Hurdle Approach Jump,https://www.youtube.com/watch?v=iUjuJGB4R4E,,,,Vertical,,
Jump,Jump,,Low Box Jump [Max Take Off],https://youtu.be/9eJUqwkTytk,,,,Vertical,,
Jump,Jump,,Approach Low Box Take-Off Jump,https://youtu.be/H5pYQNef8FQ,,,,Vertical,,
Jump,Jump,,Banded CMJ [ECC Accentuated],https://youtu.be/0KIHAAqBFlA,,,,Vertical,,
Jump,Jump,,Box Reflexive Hop,https://youtu.be/FmLplpyc37Y,,,,Vertical,,
Jump,Jump,,SM Reflexive Jump,https://youtu.be/nxjnzXvvIlw,,,,Vertical,,
Jump,Jump,,Split Squat Jump,https://youtu.be/uIjwhwXLpmQ,,,,Vertical,,
Jump,Jump,,Banded Split Squat Jump [Single],https://youtu.be/RJe_bASqdXk,,,,Vertical,,
Jump,Jump,,Banded Split Squat Jump [Continuous],https://youtu.be/onvMVO5qWzo,,,,Vertical,,
Jump,Jump,,Lunge Rhythmic Jumps,https://youtu.be/NS6xuSqy0Yk,,,,Vertical,,
Jump,Jump,,Lunge Rhythmic Jumps [Alternating],https://youtu.be/yrfdqDBYfh8,,,,Vertical,,
Jump,Jump,,DB Lunge Rhythmic Jumps,https://youtu.be/m9CDJ1tMXRY,,,,Vertical,,
Jump,Jump,,DB Lunge Rhythmic Jumps [Alternating],https://youtu.be/FuJm3vDQQDM,,,,Vertical,,
Jump,Jump,,Split Stance Switch Jump,https://www.youtube.com/watch?v=Zq_0vAAkBYc,,,,Vertical,,
Jump,Jump,,UB Squat to Box Jump,https://www.youtube.com/watch?v=5Gmv9N2t9yk,,,,Vertical,,
Jump,Jump,,DB Squat to Box Jump,https://youtu.be/YEsrccQv1dU,,,,Vertical,,
Jump,Jump,,SM Squat Jump,https://www.youtube.com/watch?v=Mv6tgqropVg,,,,Vertical,,
Jump,Jump,,BB Squat Jump,https://www.youtube.com/watch?v=et-wAt62VsU,,,,Vertical,,
Jump,Jump,,UB Squat Jump,https://www.youtube.com/watch?v=qT6q2hdC6-Y,,,,Vertical,,
Jump,Jump,,DB Squat Jump,https://youtu.be/K1Jfu_A-RUI,,,,Vertical,,
Jump,Jump,,SM CMJ,https://youtu.be/NlswiI-K3tI,,,,Vertical,,
Jump,Jump,,BB CMJ,https://www.youtube.com/watch?v=sjqzyQ09j_E,,,,Vertical,,
Jump,Jump,,UB CMJ,https://www.youtube.com/watch?v=WiIBKovokNY,,,,Vertical,,
Jump,Jump,,Landmine CMJ,https://youtu.be/zibXlstms-s,,,,Vertical,,
Jump,Jump,,DB CMJ,https://www.youtube.com/watch?v=_zRp0_pe-iY,,,,Vertical,,
Jump,Jump,,DB CMJ to BW CMJ,https://www.youtube.com/watch?v=G__zHbIck9c,,,,Vertical,,
Jump,Jump,,UB CMJ to BW CMJ,https://www.youtube.com/watch?v=y3m-587zpQM,,,,Vertical,,
Jump,Jump,,MB Drop CMJ,https://youtu.be/gimpMm5RIwg,,,,Vertical,,
Jump,Jump,,MB SL CMJ,https://youtu.be/qyH6nPVVZHk,,,,Vertical,,
Jump,Jump,,MB Approach OH Throw,https://youtu.be/m0Q50SUxwUM,,,,Vertical,,
Jump,Low Reactiveness,,Soft Mat Ankle Jumps,https://youtu.be/rbDdhe1BNns,,,,Vertical,,
Jump,Low Reactiveness,,Ankle Jumps,https://www.youtube.com/watch?v=MLoOh1yr4ro,,,,Vertical,,
Jump,Low Reactiveness,,Lateral Ankle Jumps,https://www.youtube.com/watch?v=Z7UU8Crk4dA,,,,Vertical,,
Jump,Low Reactiveness,,Ankle Jumps [Multidirection],https://www.youtube.com/watch?v=vYhYBVgxrps,,,,Vertical,,
Jump,Low Reactiveness,,SL Ankle Jumps ,https://www.youtube.com/watch?v=2hJSobp2vxE,,,,Vertical,,
Jump,Low Reactiveness,,Ankle Jumps [Forward],https://www.youtube.com/watch?v=mQVH3w0wJRo,,,,Vertical,,
Jump,Low Reactiveness,,SL Ankle Jumps [Forward],https://www.youtube.com/watch?v=iJzmznbOL3s,,,,Vertical,,
Jump,Low Reactiveness,,Banded Ankle Jumps [Side],https://youtu.be/WaqSTXnvpq0,,,,Vertical,,
Jump,Low Reactiveness,,Banded Ankle Jumps [Front],https://youtu.be/FGURpeTbnWQ,,,,Vertical,,
Jump,Low Reactiveness,,Banded Ankle Jumps [Back],https://youtu.be/MRbs-fM14-4,,,,Vertical,,
Jump,Low Reactiveness,,Stiff Ankle Pops,https://youtu.be/gTkzOtoDZ08,,,,Vertical,,
Jump,Low Reactiveness,,SL Slant Board 360 Ankle Jumps,https://youtu.be/IgZVXW5KX4w,,,,Vertical,,
Jump,Low Reactiveness,,In-Out Vertical Bounds,https://youtu.be/7q5JFMjuu-Y,,,,Vertical,,
Jump,Low Reactiveness,,Low Box Straddle Jumps,https://www.youtube.com/watch?v=hBfrfxvdr1w,,,,Vertical,,
Jump,Low Reactiveness,,Low Box Quick Jumps Forward,https://www.youtube.com/watch?v=TKdn5le3MsA,,,,Vertical,,
Jump,Low Reactiveness,,Up & Down Low Box Ankle Jumps,https://www.youtube.com/watch?v=zLRjz-lTxaM,,,,Vertical,,
Jump,Low Reactiveness,,SL Up & Down Low Box Ankle Jumps,https://www.youtube.com/watch?v=dV2oabPIcMY,,,,Vertical,,
Jump,Low Reactiveness,,Lateral Up & Down Low Box Ankle Jumps,https://www.youtube.com/watch?v=6ECm7u6WOV4,,,,Vertical,,
Jump,Low Reactiveness,,SL Lateral Up & Down Low Box Ankle Jumps,https://youtu.be/dV2oabPIcMY?t=8,,,,Vertical,,
Jump,Low Reactiveness,,SL Mini Box Drop Jump & Land,https://www.youtube.com/watch?v=awGUn8Vm2ng,,,,Vertical,,
Jump,Low Reactiveness,,SL Lateral Bumper Plate Ankle Jumps,https://youtu.be/1lwq3a-G8pc,,,,Vertical,,
Jump,Low Reactiveness,,Pogo Jumps [HoH],https://www.youtube.com/watch?v=OVm2aHruzmI,,,,Vertical,,
Jump,Low Reactiveness,,Pogo Jumps,https://www.youtube.com/watch?v=x_OwT7JyCjk,,,,Vertical,,
Jump,Low Reactiveness,,Tuck Jumps,https://www.youtube.com/watch?v=pBjbceUtFeI,,,,Vertical,,
Jump,Low Reactiveness,,SL Tuck Jumps,https://youtu.be/5Z5g0QsNFFY,,,,Vertical,,
Jump,Low Reactiveness,,Banded Ankle Jumps,https://youtu.be/hxdY7rJeDM4,,,,Vertical,,
Jump,Low Reactiveness,,SL Banded Ankle Jumps,https://youtu.be/-Zt4t01J43o,,,,Vertical,,
Jump,Low Reactiveness,,Step Up Jump [Rhytmic],https://www.youtube.com/watch?v=nuimAluHp94,,,,Vertical,,
Jump,Low Reactiveness,,Step Up Jump [Alternating Rhytmic],https://www.youtube.com/watch?v=uccGlc9oFoA,,,,Vertical,,
Jump,Low Reactiveness,,Hurdle Jumps - Double Contact [Low; HoH],https://www.youtube.com/watch?v=HHgniaFX-ok,,,,Vertical,,
Jump,Low Reactiveness,,Hurdle Jumps - Double Contact [Low],https://www.youtube.com/watch?v=nfuptoAX0-E,,,,Vertical,,
Jump,Low Reactiveness,,Hurdle Jumps - Double Contact [Middle],https://www.youtube.com/watch?v=lhoMrvmdjYg,,,,Vertical,,
Jump,Low Reactiveness,,Hurdle Jumps - Double Contact [High],https://www.youtube.com/watch?v=eiCL1vxsCu4,,,,Vertical,,
Jump,Low Reactiveness,,Hurdle Jumps [Low; HoH],https://www.youtube.com/watch?v=ZxLAC98pO58,,,,Vertical,,
Jump,Low Reactiveness,,Hurdle Jumps [Low],https://www.youtube.com/watch?v=cm6BYxYCeZA,,,,Vertical,,
Jump,Low Reactiveness,,Hurdle Jumps [Middle],https://www.youtube.com/watch?v=bwat1AnyjrA,,,,Vertical,,
Jump,Low Reactiveness,,Hurdle Jumps [High],https://www.youtube.com/watch?v=_gg8IDOF_JA,,,,Vertical,,
Jump,Low Reactiveness,,Hurdle Jumps - Mixed Heights [Mid & High],https://www.youtube.com/watch?v=hSDK1VpcSzw,,,,Vertical,,
Jump,Low Reactiveness,,High Hurdle Jumps,https://www.youtube.com/watch?v=vZEOEiVjTnI,,,,Vertical,,
Jump,Low Reactiveness,,SL Hurdle Jumps - Double Tap [Low],https://www.youtube.com/watch?v=Npbvr2lG44Q,,,,Vertical,,
Jump,Low Reactiveness,,SL Hurdle Jumps - Double Tap [Middle],https://www.youtube.com/watch?v=DRcTty2LDW0,,,,Vertical,,
Jump,Low Reactiveness,,SL Hurdle Jumps [Low],https://www.youtube.com/watch?v=r_Zx2XXNXpM,,,,Vertical,,
Jump,Low Reactiveness,,SL Hurdle Jumps [Middle],https://www.youtube.com/watch?v=yXOCzElb0Xc,,,,Vertical,,
Jump,Low Reactiveness,,Hurdle Jumps Combinations [Hurdle Lateral],https://www.youtube.com/watch?v=mrEWA2GUldE,,,,Vertical,,
Jump,Low Reactiveness,,Hurdle Jumps Combinations [ Lateral],https://www.youtube.com/watch?v=BElMyBm2VyQ,,,,Vertical,,
Jump,Low Reactiveness,,CMJ - Single [Band Assisted],https://youtu.be/lAGDqPP8TsA,,,,Vertical,,
Jump,Low Reactiveness,,SL CMJ - Single [Band Assisted],https://youtu.be/zXg_daNb824,,,,Vertical,,
Jump,Low Reactiveness,,CMJ - Rhythmic [Band Assisted],https://youtu.be/T67lXxuQHUA,,,,Vertical,,
Jump,Low Reactiveness,,SL CMJ - Rhytmic [Band Assisted],https://youtu.be/6su13WeNj9M,,,,Vertical,,
Jump,Low Reactiveness,,SL Rhytmic Hops (Height),https://youtu.be/G5Ax89d4P8E,,,,Vertical,,
Jump,Low Reactiveness,,Continuous Multiple Box Jumps ,https://youtu.be/9uPFzfQ_KIs,,,,Vertical,,
Jump,Low Reactiveness,,SL Continuous Multiple Box Jumps ,https://youtu.be/lcqtuvp6cLg,,,,Vertical,,
Jump,Low Reactiveness,,Hurdle Jump onto Box [Low],https://youtu.be/BZKz6M3j1vs,,,,Vertical,,
Jump,Low Reactiveness,,Hurdle Jump onto Box [Medium],https://youtu.be/l34BFDArjRM,,,,Vertical,,
Jump,Low Reactiveness,,SL Hurdle Jump Onto Box [Low],https://youtu.be/Ruvyz40L7mI,,,,Vertical,,
Jump,Low Reactiveness,,SL Ankle Stiffnes Banded Drop,https://youtu.be/175EnNWKR_k,,,,Vertical,,
Jump,Low Reactiveness,,RFE GCT Low Box Jumps [Forward],https://youtu.be/jyUfRRNjiDQ,,,,Vertical,,
Jump,Low Reactiveness,,RFE GCT Low Box Jumps [Lateral],https://youtu.be/nnWwph2nZQ4,,,,Vertical,,
Jump,Low Reactiveness,,Pogo Jumps [Vest],https://youtu.be/4K1FwTahRnE,,,,Vertical,,
Jump,Low Reactiveness,,MB Altitude Drop CMJ,https://youtu.be/RlbJNfxoxuM,,,,Vertical,,
Jump,High Reactiveness,,Depth Jump,https://youtu.be/3IWuxb47J30,,,,Vertical,,
Jump,High Reactiveness,,SL Depth Jump,https://youtu.be/k5U5eHPRS3c,,,,Vertical,,
Jump,High Reactiveness,,Pogo Reactive Jumps [Maximal],https://youtu.be/HPL52DDZa6Y,,,,Vertical,,
Jump,High Reactiveness,,SL Pogo Reactive Jumps [Maximal],https://youtu.be/RQe0c9DetH4,,,,Vertical,,
Jump,High Reactiveness,,Drop Jump,https://youtu.be/iBXpReWj6DU,,,,Vertical,,
Jump,High Reactiveness,,SL Drop Jump,https://youtu.be/S5-unNagV4o,,,,Vertical,,
Jump,High Reactiveness,,Drop Jump to Box Jump,https://youtu.be/mrMnzbCiCzI,,,,Vertical,,
Jump,High Reactiveness,,SL Drop Jump to Box Jump,https://youtu.be/oxa9zI98UO4,,,,Vertical,,
Jump,High Reactiveness,,Drop Jump over Hurdle,https://youtu.be/mpMKkhT_mzM,,,,Vertical,,
Jump,High Reactiveness,,SL Drop Jump Over Hurdle ,https://youtu.be/qzfbGnUWn8Y,,,,Vertical,,
Jump,High Reactiveness,,SL Drop Jump Box to Box ,https://youtu.be/CLLkRjOSjPc,,,,Vertical,,
Jump,Land,,Horizontal 1-2 Landing,https://youtu.be/sj6bdmuxWPk?t=11,,,,Horizontal,,
Jump,Land,,Horizontal 2-1 Landing,https://youtu.be/sj6bdmuxWPk?t=24,,,,Horizontal,,
Jump,Land,,Horizontal Box Landing,https://youtu.be/4AF44tlz88E,,,,Horizontal,,
Jump,Jump,,Standing Long Jump/Broad Jump,https://www.youtube.com/watch?v=xjmx8IxHYWg,,,,Horizontal,,
Jump,Jump,,SLJ [Multiple],https://www.youtube.com/watch?v=esWMvDgkJ40,,,,Horizontal,,
Jump,Jump,,SLJ [Continuous],https://www.youtube.com/watch?v=nZKaoDZbvP4,,,,Horizontal,,
Jump,Jump,,SLJ [2-1 Land],https://www.youtube.com/watch?v=eGAqsgAxq-E,,,,Horizontal,,
Jump,Jump,,SLJ [1-2 Land],https://www.youtube.com/watch?v=OlzwRp1O04o,,,,Horizontal,,
Jump,Jump,,Kneeling SLJ,https://youtu.be/YsRcmiOH7nk,,,,Horizontal,,
Jump,Jump,,SLJ Backwards,https://www.youtube.com/watch?v=XAXaas5Vun4,,,,Horizontal,,
Jump,Jump,,Horizontal Box Jump,https://youtu.be/p-H2RzcUqpQ,,,,Horizontal,,
Jump,Jump,,Horizontal Hurdle Jump,https://youtu.be/-fvsnVeFCwQ,,,,Horizontal,,
Jump,Jump,,Horizontal Hurdle to Box Jump,https://youtu.be/pC9e8ApLOo0,,,,Horizontal,,
Jump,Jump,,Banded SLJ,https://www.youtube.com/watch?v=nsglV8AnokA,,,,Horizontal,,
Jump,Jump,,PB SLJ,https://youtu.be/6pLqFiYI7co,,,,Horizontal,,
Jump,Jump,,Drop to SLJ,https://www.youtube.com/watch?v=FJW-qFubeOI,,,,Horizontal,,
Jump,Jump,,Lateral Jump to SLJ,https://www.youtube.com/watch?v=_1S2bpjsunE,,,,Horizontal,,
Jump,Jump,,MB SLJ,https://youtu.be/eUtv2_nDP-c,,,,Horizontal,,
Jump,Jump,,MB Throw SLJ ,https://youtu.be/nIpbhRIo4KA,,,,Horizontal,,
Jump,Jump,,MB SLJ [Continuous],https://www.youtube.com/watch?v=EUZ3mDyegtQ,,,,Horizontal,,
Jump,Jump,,Standing Triple Jump,https://www.youtube.com/watch?v=H3nBTLXXGE0,,,,Horizontal,,
Jump,Bound,,Bounds [Distance],https://youtu.be/a1cGESn3EfE,,,,Horizontal,,
Jump,Bound,,Bounds [Height],https://youtu.be/GIjb2f5RhRw,,,,Horizontal,,
Jump,Hop,,Horizontal Hop,https://youtu.be/1rl0GvGZ_ps,,,,Horizontal,,
Jump,Hop,,Horizontal Hurdle Hop,https://youtu.be/rymOBsmeyzM,,,,Horizontal,,
Jump,Hop,,Horizontal Box Hop,https://youtu.be/iCwnnUYUuuI,,,,Horizontal,,
Jump,Hop,,Standing Triple Hop,https://youtu.be/nMkS3ORQSN8,,,,Horizontal,,
Jump,Hop,,Running Triple Hop,https://youtu.be/sa_u-25Oy3I,,,,Horizontal,,
Jump,Hop,,SL Horizontal Hops (Distance),https://youtu.be/PWsJCSarg2A,,,,Horizontal,,
Jump,Hop,,Forward Run Horizontal Bound,https://youtu.be/72Z_XInKDm4,,,,Horizontal,,
Jump,Land,,Lateral Landing,https://www.youtube.com/watch?v=GLW3VZzp7MQ,,,,Lateral,,
Jump,Land,,SL Lateral Landing,https://youtu.be/GLW3VZzp7MQ?t=38,,,,Lateral,,
Jump,Land,,Heiden,https://www.youtube.com/watch?v=GrEPtPg99B8,,,,Lateral,,
Jump,Land,,Heiden [Hurdle],https://www.youtube.com/watch?v=bN32Ut2k0II,,,,Lateral,,
Jump,Land,,Banded Heiden,https://youtu.be/wXQblIWzgwI,,,,Lateral,,
Jump,Land,,Banded Heiden [Hurdle],https://youtu.be/PfEU26xl2VQ,,,,Lateral,,
Jump,Land,,Drop Heiden,https://www.youtube.com/watch?v=r5-4cGImigM,,,,Lateral,,
Jump,Land,,MB Heiden,https://youtu.be/PcigJu-pJg8,,,,Lateral,,
Jump,Land,,MB Heiden [Hurdle],https://youtu.be/V2rsqt-wNlk,,,,Lateral,,
Jump,Land,,Slant Board Heiden ,https://youtu.be/_k4SfFIv3Qs,,,,Lateral,,
Jump,Land,,Split Stance Heiden,https://www.youtube.com/watch?v=Gm-gjb5yPEw,,,,Lateral,,
Jump,Jump,,Lateral Line Jumps [In-Out],https://youtu.be/XfUlkl-sB08,,,,Lateral,,
Jump,Jump,,Lateral SL Line Hops [In-Out],https://www.youtube.com/watch?v=WxNK8o8o8YM,,,,Lateral,,
Jump,Jump,,Lateral Single Jump [In-Out],https://www.youtube.com/watch?v=oAI6Wf_4wUM,,,,Lateral,,
Jump,Jump,,Lateral SL Single Line Hop [In-Out],https://www.youtube.com/watch?v=GtaCHjXWZu4,,,,Lateral,,
Jump,Jump,,Lateral Ankle Jumps,https://www.youtube.com/watch?v=Z7UU8Crk4dA,,,,Lateral,,
Jump,Jump,,Lateral Hurdle Jumps - Double Tap [Low],https://youtu.be/Mwci7DRDhGk,,,,Lateral,,
Jump,Jump,,Lateral Hurdle Jumps [Low],https://youtu.be/-Wun-T1MHJ8,,,,Lateral,,
Jump,Jump,,Lateral Hurdle Hops - Double Tap [Low],https://youtu.be/LOFHqb2slK0,,,,Lateral,,
Jump,Jump,,Lateral Hurdle Hops [Low],https://youtu.be/3yN6NDw2t90,,,,Lateral,,
Jump,Jump,,Reverse Heiden,https://youtu.be/dM6hoDI2xaE,,,,Lateral,,
Jump,Jump,,Reverse Heiden [Hurdle],https://www.youtube.com/watch?v=Jpr0URnZ0cA,,,,Lateral,,
Jump,Jump,,Hop to Heiden,https://www.youtube.com/watch?v=O23EPWzdSsQ,,,,Lateral,,
Jump,Jump,,Slant Board Reverse Heiden,https://youtu.be/qiLejiZeB6A,,,,Lateral,,
Jump,Jump,,Slant Board Reverse Heiden [Hurdle],https://youtu.be/cF5-Ho983uw,,,,Lateral,,
Jump,Jump,,Double Hop to Reverse Heiden,https://youtu.be/uk7MSXW0Pl8,,,,Lateral,,
Jump,Jump,,Drop Hop to Reverse Heiden,https://youtu.be/1UWlNtiAaW8,,,,Lateral,,
Jump,Jump,,Double Hop to Reverse Heiden,https://youtu.be/Dj0BBiIOIMk,,,,Lateral,,
Jump,Jump,,Banded Reverse Heiden,https://youtu.be/UMXS_fnS73Q,,,,Lateral,,
Jump,Jump,,Banded Reverse Heiden [Hurdle],https://youtu.be/6QVwm-3m_f8,,,,Lateral,,
Jump,Jump,,DB Reverse Heiden,https://youtu.be/WWD3O_R13-s,,,,Lateral,,
Jump,Jump,,MB Reverse Heiden,https://youtu.be/VsyynSzpQyU,,,,Lateral,,
Jump,Jump,,MB Reverse Heiden Throw,https://youtu.be/YV9WGZ6jTWc,,,,Lateral,,
Jump,Jump,,Hurdle Hop to Heiden,https://youtu.be/t5guROs1VWs,,,,Lateral,,
Jump,Jump,,Hurdle Hop to Reverse Heiden,https://youtu.be/fJsuraRZzW8,,,,Lateral,,
Jump,Continuous,,Heidens [Continuous],https://youtu.be/rjmmvHlaeX4,,,,Lateral,,
Jump,Continuous,,MB Heidens [Continuous],https://youtu.be/fwO1IKlOQvM,,,,Lateral,,
Jump,Continuous,,Slant Board Lateral Jumps (20 degrees),https://youtu.be/YTjbS5DeKRc,,,,Lateral,,
Jump,Continuous,,Slant Board Lateral Jumps (30 degrees),https://youtu.be/FMXcwBPzu6Y,,,,Lateral,,
Jump,Continuous,,SL COD Hops,https://youtu.be/PjT2PWbpOTI,,,,Lateral,,
Speed,Warm Up,,Prime Times,https://www.youtube.com/watch?v=GcKSOnaygK4,,,,Linear,,
Speed,Warm Up,,High Knees,https://www.youtube.com/watch?v=zWKFPhhx1Vo,,,,Linear,,
Speed,Warm Up,,Retro Runs,https://www.youtube.com/watch?v=-kOHh26ERVg,,,,Linear,,
Speed,Warm Up,,High Knees [Banded],https://www.youtube.com/watch?v=qZiBtvkkbBQ,,,,Linear,,
Speed,Warm Up,,Prime Times [Banded],https://www.youtube.com/watch?v=IkWuavgwWvM,,,,Linear,,
Speed,Warm Up,,Rhytmic Thigh Switch,https://www.youtube.com/watch?v=xQ8E4tI_KXo,,,,Linear,,
Speed,Warm Up,,Forward Thigh Switch [Single],https://www.youtube.com/watch?v=msa_bXMXBaE,,,,Linear,,
Speed,Warm Up,,Forward Thigh Switch [Double],https://www.youtube.com/watch?v=GB1XVh0GA28,,,,Linear,,
Speed,Warm Up,,Thigh Switch [Single],https://www.youtube.com/watch?v=CAH0XMQ7UlA,,,,Linear,,
Speed,Warm Up,,Thigh Switch [Double],https://youtu.be/kDkwvh8Nip0,,,,Linear,,
Speed,Warm Up,,Thigh Switch [Triple],https://www.youtube.com/watch?v=k0aezCYzoRA,,,,Linear,,
Speed,Warm Up,,Thigh Switch [OH],https://www.youtube.com/watch?v=Gw5d_pgBPD4,,,,Linear,,
Speed,Warm Up,,Thigh Switch [Vest],https://www.youtube.com/watch?v=6zINpBhd1I8,,,,Linear,,
Speed,Warm Up,,Stick OH Thigh Switch [Banded; Single],https://youtu.be/RhhuuwJStcs,,,,Linear,,
Speed,Warm Up,,Stick OH Thigh Switch [Banded; Double],https://youtu.be/cXNmn_DWPE8,,,,Linear,,
Speed,Warm Up,,Dribbles [Ankle; Calf; Knee],https://www.youtube.com/watch?v=IPAo-8aNDVI,,,,Linear,,
Speed,Warm Up,,Backpedal,https://www.youtube.com/watch?v=I84zjhssFa0,,,,Linear,,
Speed,Warm Up,,Bounding,https://youtu.be/a1cGESn3EfE,,,,Linear,,
Speed,Warm Up,,Thigh Switch [Banded; Single],https://www.youtube.com/watch?v=N_p4AHRn5M8,,,,Linear,,
Speed,Warm Up,,Thigh Switch [Banded; Double],https://www.youtube.com/watch?v=bbeL-pyEInY,,,,Linear,,
Speed,Warm Up,,Thigh Switch [Banded; Triple],https://www.youtube.com/watch?v=HCy6gqUH-H8,,,,Linear,,
Speed,Warm Up,,Thigh Switch [OH Push; Single],https://www.youtube.com/watch?v=14uAuuXWfr8,,,,Linear,,
Speed,Warm Up,,Bumper OH Push Thigh Switch [Single],https://youtu.be/dfeoHlpxeUE,,,,Linear,,
Speed,Warm Up,,Banded OH Thigh Switch [Double],https://www.youtube.com/watch?v=GARc7EXjVDQ,,,,Linear,,
Speed,Warm Up,,Banded High Skip,https://youtu.be/OAy20KM0XYY,,,,Linear,,
Speed,Warm Up,,Kneeling First Step,https://youtu.be/KrtuSBP-wFE,,,,Linear,,
Speed,Warm Up,,Kneeling Lateral First Step,https://youtu.be/3rinntfrThI,,,,Linear,,
Speed,Warm Up,,Sled Acceleration March,https://www.youtube.com/watch?v=4lMX-hUbIho,,,,Linear,,
Speed,Warm Up,,Sled Acceleration Push,https://www.youtube.com/watch?v=jFI4pD307IE,,,,Linear,,
Speed,Acceleration,,Sprint Start [Falling],https://www.youtube.com/watch?v=zCZfY3FQHjU,,,,Linear,,
Speed,Acceleration,,Sprint Start [2-point],https://www.youtube.com/watch?v=Pa91gkW3XCA,,,,Linear,,
Speed,Acceleration,,Sprint Start [3-point],https://www.youtube.com/watch?v=1VNhs_Vzb2g,,,,Linear,,
Speed,Acceleration,,Sprint Start [Push Up],https://youtu.be/upnNtuDd85w?t=16,,,,Linear,,
Speed,Acceleration,,Sprint Start [PB],https://youtu.be/yKxF_gNwRJg,,,,Linear,,
