Category,Type,Equipment,Exercise,Link,Pattern/Ability,Movement,Contraction,Orientation,Body Part,Parameter
Upper Body,Grinding,Misc,Machine Chest Press [2-1 ECC],https://youtu.be/5gPp3QQ9EKY,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Machine SA Chest Press,https://youtu.be/5Odnf7VqCtQ,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Machine Supine Press,https://youtu.be/st_FTWJRhxw,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Machine SA Supine Press,https://youtu.be/iSeoOsJ1yKg,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Pin Bench Press [IsoPush],https://youtu.be/pZWwUV3_hdg,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,SM Bench Press,https://youtu.be/qBoYhqaG3wE,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,SM Bench Press [IsoHold],https://youtu.be/nx-gUw33J-c,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,SM Bench Throw,https://www.youtube.com/watch?v=_iiQJ2vJuNU,Push-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB High Bench Pull,https://www.youtube.com/watch?v=YeSRPFS1W0k,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB High Bench Pull [Chains],https://www.youtube.com/watch?v=Fj9-_br_ios,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB Prone Bench Row,https://www.youtube.com/watch?v=Ut-gOJirgjY,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB Prone Bench Row [Chains],https://youtu.be/oQMqQNg9LrU,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB Standing Bent Over Row,https://www.youtube.com/watch?v=PuLk6q2oT5g,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB Standing Bent Over Row [Chains],https://youtu.be/XkCWTDkK_lg,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,UB/TB,UB Staggered Bent Over Row,https://www.youtube.com/watch?v=Yz0uB5PWphM,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Bench Bent Over Row,https://www.youtube.com/watch?v=mpQFr29koJQ,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Standing Bent Over Row,https://www.youtube.com/watch?v=ZJ3XpfTHfj8,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine SA Bent Over Row,https://www.youtube.com/watch?v=OQ54qARtciM,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Supported SA Row,https://youtu.be/g_W4_qdmTVI,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Staggered Unilateral Rotational Row,https://youtu.be/zS1XhlJIh2E,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Bench Bent Over Row,https://www.youtube.com/watch?v=vx6JEH0VErA,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Supported SA Row,https://youtu.be/l8yrEJC7QIE,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Prone Bench Row [2-arm],https://www.youtube.com/watch?v=du21NvTN-pQ,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Prone Bench Row [1-arm],https://www.youtube.com/watch?v=marg7ETZ0PE,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB High Bench Row,https://www.youtube.com/watch?v=BGQQ87n_2-w,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Bent Over RDL Row ,https://www.youtube.com/watch?v=_M5oPVbxys0,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB SA Bent Over RDL Row,https://www.youtube.com/watch?v=-R09WlAqdEQ,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB SL RDL Row,https://www.youtube.com/watch?v=_qOkk_fQR68,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Bench Plank Row,https://www.youtube.com/watch?v=tnAXyszgBnU,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Bench Birddog Row,https://www.youtube.com/watch?v=u-FsCoKiWnw,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Bent Over Row & Hold ,https://www.youtube.com/watch?v=kSVRwa-lcGw,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Prone Bench T-Pose [IsoHold],https://youtu.be/rQu4uEE-bqM,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Bent Over Cuban Press,https://youtu.be/4QRpIHm5j0k,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Machine Row,https://www.youtube.com/watch?v=S7BXkgWlJG8,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Sled Row [2-arm],https://www.youtube.com/watch?v=HWtD9LFSK0w,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Sled Row [1-arm],https://www.youtube.com/watch?v=a5EjwDIw3oI,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Sled Row [1-arm Alternating],https://www.youtube.com/watch?v=zVsH8nl34kQ,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,TRX Row,https://www.youtube.com/watch?v=gAv_MeoKyWw,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,TRX Inverted Row,https://www.youtube.com/watch?v=0_KMvhvfMCY,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,TRX Row [Quasi 1-Arm],https://www.youtube.com/watch?v=z9YpgPpeK28,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,TRX SA Row,https://www.youtube.com/watch?v=Qir2udr_ayU,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,TRX Inverted Butterfly Row,https://youtu.be/1YRe951ZeCo,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Bar Inverted Row,https://youtu.be/CYv9tkmDmPU,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Ring Inverted Row,https://youtu.be/xXHkY8qRjeI,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Ring Inverted Row [Quasi 1-Arm],https://www.youtube.com/watch?v=hHJuhu3RGLg,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Band Row,https://www.youtube.com/watch?v=o2kP24pSN9U,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Band SA Row,https://www.youtube.com/watch?v=aSe2IheDeZw,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Band Horizontal Row [90°],https://www.youtube.com/watch?v=muONE6HIc7g,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Band SA Rotational Row with Weight Shift,https://www.youtube.com/watch?v=SZJgagw56KI,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Band Face Pull,https://www.youtube.com/watch?v=pHazaocW6Ys,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,TRX Face Pull,https://www.youtube.com/watch?v=3VXa2nhUneU,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,TRX Y,https://www.youtube.com/watch?v=OgRZojxeENY,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,TRX T,https://www.youtube.com/watch?v=8M1lIZHsKv4,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Band Straight Arm Row Walkout,https://www.youtube.com/watch?v=NwkF8Ocp0ZE,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Prone Trape Hold [U],https://www.youtube.com/watch?v=QgycDiu_3Bo,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Prone Trape Hold [V],https://www.youtube.com/watch?v=QypJQE12OzY,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Stick Prone Trap Hold [Isometric],https://www.youtube.com/watch?v=1Cfpa2HUtLA,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Cable SA Row,https://www.youtube.com/watch?v=vc-q4mwoU9A,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Cable Low Row,https://www.youtube.com/watch?v=KKTlCgd8lsU,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Cable SA Low Row,https://www.youtube.com/watch?v=v20UNTs3238,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,Misc,Cable Face Pull,https://www.youtube.com/watch?v=jhMyvi43_7Q,Pull-Horizontal,,,,Upper Body,
Upper Body,Grinding,BB,BB Military Press,https://www.youtube.com/watch?v=SghcupXGdHA,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,BB,BB Military Press [Banded],https://youtu.be/NOS6xUj5fTQ,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,BB,BB Push Press,https://youtu.be/VAsATm0kLtk,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,BB,BB Push Press [Banded],https://youtu.be/h7e6HKkEu2Y,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,BB,BB Seated OH Press,https://www.youtube.com/watch?v=ubbBJZ7Egq4,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Decline Shoulder Press,https://www.youtube.com/watch?v=IEI9tJBDTAU,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Military Press,https://www.youtube.com/watch?v=-yK45bXXAJ0,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Push Press,https://youtu.be/7tCF5KOL9VY,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB SA OH Press,https://www.youtube.com/watch?v=7wdLgI_nJBs,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Seated OH Press,https://www.youtube.com/watch?v=hGmRUQh4av4,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Arnold Press,https://www.youtube.com/watch?v=oVqJSA0aj74,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Press,https://www.youtube.com/watch?v=Xik8zBtMCVk,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Half Kneeling Press,https://www.youtube.com/watch?v=bYvOZX1NoU0,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Kneeling Press,https://www.youtube.com/watch?v=qgY4djb2xUg,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Press [Supramax ECC 2-1],https://youtu.be/0cDvnxMmqbU,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Press [Submax ECC Tempo],https://youtu.be/SdaH9uN79WQ,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Rotational Press,https://www.youtube.com/watch?v=9Xkms3RsjyA,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Split Jerk ,https://www.youtube.com/watch?v=K1TAHqebpTw,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Side to Side Press,https://www.youtube.com/watch?v=Sjxe6tL0enk,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine 90dgr ISO Hold,https://www.youtube.com/watch?v=Y0P7OxfaR-M,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine SA ECC Drop & Catch,https://www.youtube.com/watch?v=K7dtpnhw0Mw,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Clean & Press,https://www.youtube.com/watch?v=ZFFRdZqcb8I,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Throw [Band],https://www.youtube.com/watch?v=Lz5xoCIpNAw,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Push Pull [Band],https://www.youtube.com/watch?v=IBvRhBUuAtI,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Landmine,Landmine Snatch,https://www.youtube.com/watch?v=t-NIFQEBaBk,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Pin OH Press [IsoPush],https://youtu.be/fK6mdD6MeY4,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Pike Press,https://www.youtube.com/watch?v=Dp3wtQ5Z5tI,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Band ER Press,https://www.youtube.com/watch?v=NpZFg7BJMSM,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Machine Shoulder Press,https://youtu.be/w3f_0MiibuE,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Machine SA Shoulder Press,https://youtu.be/xVNUBTnKTVc,Push-Vertical,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Pullover,https://youtu.be/YNaFDhCgavQ,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,DB/KB,KB SA Lying Pullover,https://www.youtube.com/watch?v=eSqeW40d3hk,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB SA Snatch,https://youtu.be/hmg7-yIuDRs,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,DB/KB,KB Pull Up [IsoHold],https://youtu.be/9BXTKsyVvnw,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Pull Up [Assisted; ECC Only],https://www.youtube.com/watch?v=oet3386b32M,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Pull Up,https://www.youtube.com/watch?v=eX349bGDznU,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Pull Up [ECC Tempo],https://www.youtube.com/watch?v=ZTkvarDdtdQ,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Pull Up [Tempo Con-Iso-Ecc],https://youtu.be/JFdHPttg9WE,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Pull Up [Vest],https://www.youtube.com/watch?v=esM5iJp6Bno,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Pull Up - Explosive [Band Assisted],https://youtu.be/Qp-WeydrlYs,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,NG Pull Up,https://www.youtube.com/watch?v=Y9qHimvX2e4,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,NG Pull Up [Loaded],https://www.youtube.com/watch?v=BFPVL5NxBPY,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Clapping Pull Up,https://www.youtube.com/watch?v=Srb1CcNnQgk,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Banded Pull Up,https://www.youtube.com/watch?v=CYO5OABnYu8,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Cross Grip Pull Up,https://youtu.be/UAbxf110BiA,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,SA Pull Up [Assisted],https://www.youtube.com/watch?v=CJOcQJvpLBQ,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Chin Up,https://www.youtube.com/watch?v=y7RDafigol0,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Chin Up [ECC Tempo],https://youtu.be/1Iwiei82fFA,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Chin Up [L-Sit],https://www.youtube.com/watch?v=-hsIYe4SNLA,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,SA Chin Up [Elevated; Assisted],https://www.youtube.com/watch?v=LBFwm5EEU2A,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Monkey Bar Climb,https://www.youtube.com/watch?v=1bcxAFay3fI,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Machine Lat Pulldown,https://www.youtube.com/watch?v=l3Zo-81YAa8,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Machine Lat Pulldown [2-1 ECC],https://www.youtube.com/watch?v=Sz31w4XHAWU,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Band Kneeling Pulldown,https://www.youtube.com/watch?v=AqWknoWsCEM,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Band Pulldown,https://www.youtube.com/watch?v=T76JEmLKoQk,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,Active Hang,https://www.youtube.com/watch?v=f9_I67FXLCc,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,Misc,SA Hang,https://www.youtube.com/watch?v=DEyLAxYPn9o,Pull-Vertical,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB SA Triceps Extensions,https://www.youtube.com/watch?v=FfhlK4VSUqA,Accessory-Push,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Triceps Extensions,https://www.youtube.com/watch?v=zpBYhztDdY8,Accessory-Push,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Kneeling French Press,https://www.youtube.com/watch?v=JQ0WP3ABi1k,Accessory-Push,,,,Upper Body,
Upper Body,Grinding,Misc,Band OH Triceps Extensions,https://www.youtube.com/watch?v=W70dbP90KaE,Accessory-Push,,,,Upper Body,
Upper Body,Grinding,Misc,Band Triceps Extensions,https://www.youtube.com/watch?v=IrTXO_d6J2Y,Accessory-Push,,,,Upper Body,
Upper Body,Grinding,Misc,TRX Triceps Fallout Extensions,https://www.youtube.com/watch?v=cG4bpNyNAa0,Accessory-Push,,,,Upper Body,
Upper Body,Grinding,Misc,Cable Triceps Pressdown,https://www.youtube.com/watch?v=ruWK0gaJchQ,Accessory-Push,,,,Upper Body,
Upper Body,Grinding,Misc,BW Dips,https://youtu.be/-hzIadBRnqQ,Accessory-Push,,,,Upper Body,
Upper Body,Grinding,Misc,PB Shoulder Shocker,https://www.youtube.com/watch?v=KABYoFJmkUU,Accessory-Push,,,,Upper Body,
Upper Body,Grinding,Misc,PB Shoulder Squeezes,https://youtu.be/zc7QMr4mzJ4,Accessory-Push,,,,Upper Body,
Upper Body,Grinding,Misc,Partner Shoulder ABD-ADD [IsoPush],https://youtu.be/WBZty9_GFAk,Accessory-Push,,,,Upper Body,
Upper Body,Grinding,BB,BB Snatch Grip Delt Raise,https://www.youtube.com/watch?v=0S-jCzt-xC0,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,BB,BB Bicep Curl,https://youtu.be/w85DAElkKk8,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,BB,BB Bicep Drop Shock,https://www.youtube.com/watch?v=ZUsBtlVB57A,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,BB,BB Standing Reverse Bicep Curl,https://youtu.be/DuwAUUCAiCQ,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,DB/KB,Landmine Lateral Delt Raise,https://www.youtube.com/watch?v=N8d97U2DG8M,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,DB/KB,Landmine Straight Arm Raise ECC,https://www.youtube.com/watch?v=N9TB3WSOWvU,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Lateral Delt Raise,https://www.youtube.com/watch?v=c20_1VgvQeA,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Lateral Delt Raise [Supported],https://www.youtube.com/watch?v=FW2g8GSg2D4,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Seated Side Delt Raise,https://www.youtube.com/watch?v=PFP8WJ6Jul4,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Prone Rear Delt Raise,https://www.youtube.com/watch?v=HGXUg4isyaQ,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Seated Rear Delt Raise ,https://www.youtube.com/watch?v=5vIM5VaBye0,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,DB/KB,DB Prone Trap Raise,https://www.youtube.com/watch?v=byUu9Mg2NKk,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,DB/KB,KB Standing 1-Arm 90° [IsoHold],https://youtu.be/YGA_D8-OuE0,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,DB Bicep Curl,https://www.youtube.com/watch?v=LH4--W5v870,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,DB Seated Alternating Hammer Curl,https://www.youtube.com/watch?v=rL26GcHSje8,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,DB Seated Alternating Bicep Curl,https://www.youtube.com/watch?v=eV5hc7a90QE,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Banded Delta [IsoHold],https://www.youtube.com/watch?v=KMuQwXPmcCs,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Banded Cobra,https://youtu.be/XVNPl6E4scM,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Band Crucifix,https://www.youtube.com/watch?v=rrQGHilQRwA,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Band Pullapart,https://www.youtube.com/watch?v=NHm-n9xb2MY,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Band OH Pullapart,https://youtu.be/NHm-n9xb2MY?t=31,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,DB Side Lying ER,https://youtu.be/Z3xj7tWjNwU,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Band Handballer,https://www.youtube.com/watch?v=rujKLN4J4mw,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Prone Bench External Rotation,https://www.youtube.com/watch?v=z-qGGWm8I9c,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,DB Nordic Shoulder,https://youtu.be/loiANZYjUFk,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Cable Shoulder ER [2-1 ECC] ,https://youtu.be/3GvcindxlyI,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Band Shoulder ER [Isometric],https://youtu.be/hpJj8zm9eTk,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Band ER Walkout [Scap Plane],https://www.youtube.com/watch?v=SbiRaLJ9P3c,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Band Shoulder ER Walkout [Rotation],https://www.youtube.com/watch?v=ASk3ot8r5cc,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Band Shoulder ER Walkout,https://www.youtube.com/watch?v=A43nti4-cMM,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Partner Shoulder ER IR [IsoPush],https://youtu.be/5rur0SpOj3M,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Band Shoulder Flexion [V Flex],https://www.youtube.com/watch?v=1pkDzJIpBm0,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,"Band Shoulder Power Complex (ER, Abduction)",https://youtu.be/O4m_r6uiHH8,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Banded Shoulder Distraction Stabilizations,https://youtu.be/BdvSUqkTQ2c,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Supine FR Banded Shoulder Flexion,https://youtu.be/vhlQxX8VS3w,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Band Half Kneeling Rhytmic Stabilizations,https://www.youtube.com/watch?v=fikGgeWq7f4,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Cable Half Kneeling ER,https://www.youtube.com/watch?v=z9-gze58ovM,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,Misc,Cable Half Kneeling ER (Scapular Plane),https://www.youtube.com/watch?v=8tGLrIsQ28E,Accessory-Pull,,,,Upper Body,
Upper Body,Grinding,UB/TB,KB UB Carry,https://www.youtube.com/watch?v=72oDhpXscCo,Accessory-Carry,,,,Upper Body,
Upper Body,Grinding,DB/KB,KB Suitcase Carry [2-arm],https://www.youtube.com/watch?v=tVupwuyr-1U,Accessory-Carry,,,,Upper Body,
Upper Body,Grinding,DB/KB,KB Suitcase Carry [1-arm],https://www.youtube.com/watch?v=hvI8XposZNk,Accessory-Carry,,,,Upper Body,
Upper Body,Grinding,DB/KB,KB Bottoms Up Carry,https://www.youtube.com/watch?v=wv-ESXMgVL8,Accessory-Carry,,,,Upper Body,
Upper Body,Grinding,DB/KB,KB OH Carry,https://www.youtube.com/watch?v=0BBTPd6YZH0,Accessory-Carry,,,,Upper Body,
Upper Body,Grinding,DB/KB,KB Waiter Carry,https://www.youtube.com/watch?v=wWgcblCu3tY,Accessory-Carry,,,,Upper Body,
Upper Body,Grinding,Misc,PB Plank,https://youtu.be/Djp9e_Zw3z0,Accessory-Shoulder,,,,Upper Body,
Upper Body,Grinding,Misc,SA High Plank,https://youtu.be/AqPQF0EBFDU,Accessory-Shoulder,,,,Upper Body,
Upper Body,Grinding,Misc,High Plank Shoulder Taps,https://youtu.be/3Nid_6THYoo,Accessory-Shoulder,,,,Upper Body,
Upper Body,Grinding,Misc,Bear Crawl Shoulder Taps,https://youtu.be/0TNzUSzKetM,Accessory-Shoulder,,,,Upper Body,
Upper Body,Grinding,Misc,Bumper Isometric Hold [Grip],https://www.youtube.com/watch?v=iCoEbJAsy-Y,Accessory-Grip,,,,Upper Body,
Upper Body,Grinding,Misc,Box Compression Hold,https://www.youtube.com/watch?v=PsuXV7nnIM0,Accessory-Grip,,,,Upper Body,
Upper Body,Grinding,Misc,Wall Handstand Hold,https://www.youtube.com/watch?v=IgikaGokkmQ,Accessory-Misc,,,,Upper Body,
Upper Body,Grinding,Misc,Handstand Walk,https://www.youtube.com/watch?v=mmGsLQgd2xk,Accessory-Misc,,,,Upper Body,
Upper Body,Grinding,FlyWheel,FW SA Row,https://www.youtube.com/watch?v=Uabik5TCVpg,Horizontal-Pull,,,,Upper Body,
Upper Body,Grinding,FlyWheel,FW Bent Over T-Spine Row,https://youtu.be/SNsZCyiviQM,Horizontal-Pull,,,,Upper Body,
Upper Body,Grinding,FlyWheel,FW Row,https://www.youtube.com/watch?v=8DjSQHzzpdI,Horizontal-Pull,,,,Upper Body,
Upper Body,Grinding,FlyWheel,FW Bicep Curl,https://www.youtube.com/watch?v=CU81b2OI3_A,Accessory-Biceps,,,,Upper Body,
Upper Body,Grinding,FlyWheel,FW Bicep to Deltoid Combo,https://www.youtube.com/watch?v=95GR68nPDLo,Accessory-Biceps,,,,Upper Body,
Upper Body,Grinding,FlyWheel,FW Deltoid,https://www.youtube.com/watch?v=bSwwjP2gkhY,Accessory-Deltoid,,,,Upper Body,
Upper Body,Ballistic,Misc,Bench Throw,https://www.youtube.com/watch?v=_iiQJ2vJuNU,Ballistic-Horizontal,,,,Upper Body,
Upper Body,Ballistic,Misc,Banded Oscillatory Bench Press,https://youtu.be/iHQro17hJKI,Ballistic-Horizontal,,,,Upper Body,
Upper Body,Ballistic,Misc,Banded Oscillatory Press,https://youtu.be/DIzaZW46Fnk,Ballistic-Horizontal,,,,Upper Body,
Upper Body,Ballistic,Misc,Banded Half Kneeling Oscillatory Press ,https://youtu.be/85sY_yBLFF4,Ballistic-Horizontal,,,,Upper Body,
Upper Body,Ballistic,Misc,Banded Prone Straight Arm Tantrum,https://youtu.be/s8Rx6A9lyyM,Ballistic-Horizontal,,,,Upper Body,
Upper Body,Ballistic,Misc,Banded Prone Bent Arm Tantrum,https://youtu.be/7CrRMHvEBKE,Ballistic-Horizontal,,,,Upper Body,
Upper Body,Ballistic,Misc,Banded Straight Arm Half-Kneeling Tantrum,https://youtu.be/_VO-g_wehig,Ballistic-Horizontal,,,,Upper Body,
